Path,Emotion
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a04Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b02Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b01Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a05Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a04Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a05Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a01Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a04Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a04La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b02Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b10Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a07Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a07La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b01Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a01Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a01Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a02Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a04Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a04Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a05Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a01Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a02La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b03Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a07Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b01Wd.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b03Fe.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b03Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a04Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b02Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b10Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a07Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b01Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b01Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a01Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a07Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a04Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a07Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a04Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b10Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b02Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a05Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a02Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b10Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b03Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b01Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a01Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a01Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a01Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b10Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b10Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a01Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b09Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a04Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b02Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a07Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b09Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b03Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b01Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b03Ed.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a01Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a07Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a04La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b01Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a04Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Ae.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Wd.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b09Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b09Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b01Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b03Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b02Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b02Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b03Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a04Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a01Ec.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a07Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a05Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a05Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b01Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a01Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a01Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b09Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a07La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a01Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b01Fe.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a05Ed.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a02Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b10Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a07Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a02Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a02Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b10Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b01Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b10Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b02Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a04Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a05Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b03Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b03Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b02Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a05Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a07Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a02Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a07Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b03Ed.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b09Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a05Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a01Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a01Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a05Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a07Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a01Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b03Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b09Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b03Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a01Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a01Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a05Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b10Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b03Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a01Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a01Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b02La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b02Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a05Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a01Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b03Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b03Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a05Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b02Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b02Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b01Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b02Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a02Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a07La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a01Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b02Wd.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b01Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a01Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b02La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a01Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a01Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b09Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a02Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b10Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a05Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b02Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a04Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b10Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b01Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a05Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b10Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b10Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b10Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a07Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b01Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b02Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a01Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a07Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b10Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b10Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b03La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b02Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a02Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b10Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a02Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a05Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a04Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a07Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b02Wd.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b01Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a04Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a05Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a05Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a02Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b03Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b01Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a07Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b03Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b10Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b09Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a02Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b03Wd.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b03Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b10Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a01Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a05Wb.wav,anger
